Question,A,B,C,D,Correct Answer,Feedback / Explanation
Real estate agents are licensed by:,The Federal Trade Commission.,Their state governing body,Their local Association of Realtors.,The United States Attorney General's office.,B. Their state governing body,Each state sets its own requirements for real estate licensing.
The Civil Rights Act of 1866 prohibits discrimination regarding real property and provides:,Exceptions for some owner-occupied housing.,Some exceptions for the conveyance of real property only.,Exceptions for certain apartment buildings.,No exceptions.,D. No exceptions.,"The fact that no exceptions are provided for discrimination based on color is the most important aspect of this act, as many later laws that prohibit discrimination do include specific exceptions. The Act specifically states “All citizens of the United States shall have the same right in every state and territory as is enjoyed by white citizens thereof to inherit, purchase, lease, sell, hold, and convey real and personal property.”"
"When presenting offers to the seller, the agent should always be:",Forceful and argumentative.,Happy and direct.,Diligent and accountable.,Suspicious and demanding.,C. Diligent and accountable.,"In contract negotiations, the agent should always be diligent and accountable in trying to bring the parties together."
"Steering, which is prohibited by fair housing laws, is the practice of:",denying membership in a brokers' organization because of the applicant's race or other protected class.,inducing panic-selling because a neighborhood is changing.,subtly guiding buyers to areas that match their race or religion.,refusing to make loans in certain inner city areas.,C. subtly guiding buyers to areas that match their race or religion.,"Steering occurs when the licensee channels buyers either to or away from certain neighborhoods based on race, religion, or some other characteristic."
What type of insurance protects real estate brokers against claims of inadequate work or negligent actions?,Handsome Pete's insurance coverage.,Realtor malpractice insurance.,L & I insurance.,Errors and omissions insurance.,D. Errors and omissions insurance.,Many brokers and salespersons carry errors and omission insurance to cover their real estate practice. This is also called Professional Liability Insurance and is a broker's equivalent to medical malpractice insurance.
The Civil Rights Act of 1866 prohibits:,discrimination against intellectually disabled persons.,discrimination against specific religious groups.,"discrimination against intellectually disabled persons, specific religious groups, and race.",discrimination based on race.,D. discrimination based on race.,"Discrimination based upon race was made illegal in 1866 when Congress passed the Civil Rights Act. Later versions of the Civil Rights Act (1964, 1968, and the Americans with Disabilities Act of 1990) added protections for other classes of US citizens."
What is a person called who has been given the right to sign agreements or contracts on behalf of another?,An ostensible agent.,An associate broker.,An escrow agent.,An attorney in fact.,D. An attorney in fact.,An "attorney in fact" acts on another's behalf in certain defined circumstances and does not need to be an actual attorney.
"The Fair Housing laws are not applicable in EVERY real estate transaction. If an owner chooses to discriminate in housing, he or she must do which of the following?",The owner must NOT use a real estate professional to conduct the transaction & The owner must NOT discriminate in advertising the property.,The owner must NOT discriminate in advertising the property.,None of the other options are correct,The owner must NOT use a real estate professional to conduct the transaction.,A. The owner must NOT use a real estate professional to conduct the transaction & The owner must NOT discriminate in advertising the property.,"Homeowners wishing to discriminate in a real estate transaction cannot use a real estate professional, and cannot discriminate in advertising."
Which of the following are covered under the Fair Housing Act?,All of the other options are covered under the Fair Housing Act.,Vacant land intended for residential use,Houses,Apartments,A. All of the other options are covered under the Fair Housing Act.,"Condominiums and cooperatives, rental mobile homes and their sites, and boarding houses and dormitories also fall under the Fair Housing Act."
"If a contract for sale provides that the owner is selling his home in an ""as-is"" condition, then:",The broker must assist the buyer in making a thorough inspection.,The owner is generally immune from liability.,Known latent defects must still be disclosed to the purchaser.,Caveat venditor applies.,C. Known latent defects must still be disclosed to the purchaser.,"By definition, latent defects are not obvious to the untrained observer. If a seller is aware of any such defects, they must be disclosed so that potential buyers know exactly what ""as is"" constitutes for this particular property."
Which of the following actions by a salesperson would be grounds for the real estate commission to revoke his or her salesperson's license?,entering into an exclusive-listing contract with a seller,depositing a buyer's earnest money into a personal bank account,showing a property listed with a broker with whom the salesperson has no affiliation,attempting to represent a buyer,B. depositing a buyer's earnest money into a personal bank account,"A salesperson may not place funds into a personal bank account. Since salespersons are not authorized to have brokerage trust accounts, the real estate commission does have the power to revoke a salesperson's license for depositing a buyer's earnest money into a personal account."
"In this telephone directory listing, ""Mr. James Lowe, Real Estate Salesperson, Residential Property My Specialty,"" which of the following pieces of information would also be required?",his license number,the name of his employing broker,the expiration date of his license,his street address,B. the name of his employing broker,This listing must also include the name of the employing broker.
Which of the following is true regarding a real estate conservation area?,"in order to conserve green space and natural settings, development is limited",trees larger than six inches in diameter may not be removed without approval from the conservation committee,certain real estate activities are prohibited in order to maintain the stability of an area,conservation buffer zones have been developed,C. certain real estate activities are prohibited in order to maintain the stability of an area,"A real estate conservation area is one where specific real estate activities are prohibited, such as no ""For Sale"" signs, in order to stabilize the neighborhood."
"A buyer defaulted several months ago on a written contract to purchase a seller's real estate. The seller can still sue for damages, unless he is prohibited from doing so by the:",law of agency.,broker attorney accord.,statute of frauds.,statute of limitations.,D. statute of limitations.,"Virtually all avenues of legal recourse, including suits for breaking a contract, have ""statutes of limitation"". A statute of limitation is a time limits for taking legal action against another person or entity."
A successful property manager would NOT:,appease their tenants by repairing tenant-owned equipment.,study rental rates in the area.,screen the tenants' ability to pay.,consider the type of business the tenant has.,A. appease their tenants by repairing tenant-owned equipment.,"Property managers represent the owner's interests, not the tenants. Although they should certainly make residents feel welcome, repairing their personal property takes ""customer service"" too far."
A lease agreement is signed by a lessee who is sixteen years of age. Which of the following is true?,A sixteen-year-old person cannot sign a lease,The lease agreement is void,The lease agreement is voidable,The lease agreement is valid provided the security deposit is increased,C. The lease agreement is voidable,"Although minors may sign contracts, they are not legally enforceable. Courts will generally allow minors the option of continuing with performance of the contract or voiding the contract, making it ""voidable"" by the minor."
RESPA would prohibit which of the following acts?,Steering,Redlining,Kickbacks,Blockbusting,C. Kickbacks,"RESPA is concerned with educating consumers about the true costs of borrowing and standardizing lending practices and closing practices. As such, referral fees (or ""kickbacks"") are prohibited between the different entities involved in the home loan process."
"In most states, by paying the debt after a foreclosure sale, the mortgagor has the right to regain the property. What is this right called?",vendee's right of redemption,owner's right of redemption,statutory right of redemption,equitable right of redemption,C. statutory right of redemption,"This right of redemption is called ""statutory"" because it is legally mandated by law, as opposed to a custom lenders could follow or not at their option. The statutory right of redemption is applicable after a foreclosure sale. An equitable right of redemption is applicable before a foreclosure sale. NOTE -Not all states offer statutory or equitable rights of redemption, but it is still important to understand what they are."
"The lender is required, under TRID, to provide a detailed Loan Estimate at the time of loan application or within three business days to:",neither the buyer nor the seller.,the seller.,the buyer and seller.,the buyer.,D. the buyer.,"When a homebuyer applies for a home loan, the TILA/RESPA Integrated Disclosure rule requires the lender to provide a Loan Estimate to the buyer within 3 days of receipt of the loan application, and all revisions have to be delivered at least 7 days before closing. The loan estimate details the loan terms, mortgage payments, costs at closing and other costs and fees related to the loan, many of which cannot change."
The maximum permissible "loan to value ratios" are:,based on the banker's competitive market analysis.,fixed by law for conventional loans.,not determined by federal statute in the case of FHA loans.,"based on sale price or appraised value, whichever is lower.","D. based on sale price or appraised value, whichever is lower.","Although various banks, mortgage companies and programs have different LTVs, the lower, more conservative number is used."
"An owner advertised ""beautiful acreage; only $5,000 down; owner will personally finance down payment."" Would this be in violation of the Truth in Lending Act?","No, because owners are not covered by Regulation Z","Yes, since a down payment was stated","No, because brokers can advertise the down payment","Yes, because acreage is not exempt from Regulation Z","A. No, because owners are not covered by Regulation Z","Regulation Z requires disclosure of all financing terms and conditions if a low interest rate, down payment or other enticement is featured in an ad. This does not apply in this case, however, because Regulation Z applies only to institutions, not individuals selling their own property."
"A written purchase agreement has been signed by both a buyer and a seller. The Uniform Vendor and Purchaser Risk Act states that until the buyer has either possession of or title to a property, responsibility for the physical condition of the property:",Is given to a third party.,Is assumed by the seller's homeowner's insurance company.,Remains with the seller.,"Is delegated to the buyer, who upon signing has equitable title to the property.",C. Remains with the seller.,"When a contract for sale is ratified, by virtue of equitable and insurable title being conveyed to the buyer, responsibility for any hazard damage to the property rests with the seller. This is only relevant to states who have adopted the Uniform Vendor and Purchaser Risk Act."
What is redlining?,When a lending institution refuses a loan solely on sound economic grounds,The practice of lining out portions of mortgage documents so that the document becomes invalid,When a lending institution does not place a branch office in a neighborhood for reasons other than economic impact,The practice of refusing to make mortgage loans or issue insurance policies in specific areas for reasons other than the economic qualifications of the applicants,D. The practice of refusing to make mortgage loans or issue insurance policies in specific areas for reasons other than the economic qualifications of the applicants,Redlining is the practice of refusing to make mortgage loans or issue insurance policies in specific areas for reasons other than the economic qualifications of the applicants.
What is steering?,"Channeling of prospective homebuyers to or away from particular neighborhoods, thereby limiting their choices",All of the other options are correct,The practice of driving prospective home buyers to see homes for sale,The practice of guiding a prospective home buyer to look at homes within his or her price range,"A. Channeling of prospective homebuyers to or away from particular neighborhoods, thereby limiting their choices",Steering is the assumption and channeling of prospective home seekers to or away from certain neighborhoods or properties thereby limiting their choices.
The federal law requiring unrestricted access to public accommodations is the:,Real Estate Settlement Procedures Act.,Fair Housing Act.,Americans with Disabilities Act.,Public Accommodations Act.,C. Americans with Disabilities Act.,"The Americans with Disabilities Act gives civil rights protection to individuals with disabilities, similar to those provided to individuals on the basis of race, color, sex, national origin, age, and religion. It guarantees equal opportunity for individuals with disabilities in public accommodations, employment, transportation, state and local government services, and telecommunications services."
"Repair or remodeling of a property generally adds to its worth. In recognition of the role contractors and suppliers play in increasing the value of a property, in many states they are assured payment for their goods and services by being able to file a:",Complaint with the federal government.,Mechanic's lien against the property.,Lis pendens against the owner.,Declaratory judgment against the owner.,B. Mechanic's lien against the property.,"Contractors and others are permitted to file a mechanic's lien against the improved property. A mechanics lien is a statutory remedy for a contractor, subcontractor, or supplier of labor, services or materials when it has performed work but not received compensation for the work. In that instance, the contractor or subcontractor may file a mechanics lien against the property where he performed the work."
"In order to reach the beach, the Jones family has a permanent right of way across their neighbor's property. They most likely own:",mineral rights.,a deed restriction.,a license.,an easement appurtenant.,D. an easement appurtenant.,An easement appurtenant allows an owner a particular use of an adjoining parcel's land and is legally permanent until terminated. A license could be revoked at any time (so it's not permanent) and the other answers don't apply.
Charge for the preparation of a settlement statement under the Uniform Settlement Act is:,$100 ,$0 ,$50 ,$150 ,B. $0,There is no charge for the preparation of the settlement statement.
"In the practice of real estate, what is the common term used if a licensee brags that a property located near a large park is ""in the best part of town""?",Exaggeration,Puffing,Misrepresentation,Fraud,B. Puffing,"Puffing is considered making extravagant claims about the good points of real property and is based on opinion rather than fact. As long as the statement is not an outright lie (or a Fair Housing violation, etc.), puffing is not illegal."
"Several brokerage firms were accused of violating antitrust laws. Of the following, they were MOST likely accused of:",undisclosed dual agencies.,dealing in unlicensed exchange services.,not having an equal housing opportunity sign in an office window.,price-fixing.,D. price-fixing.,"Antitrust violations are violations of laws designed to protect trade and commerce from abusive practices such as price-fixing, restraints, price discrimination, and monopolization. The principal federal antitrust laws come from the Sherman Act."
Usury MOST nearly means:,lending money at fluctuating interest rates.,illegal interest.,making loans without the benefit of co-signors.,being capable of multiple usage.,B. illegal interest.,Each state sets its own ceiling for the maximum interest rate lenders may charge. Rates above that ceiling are considered usurious and illegal. No reputable lender exceeds those rates and those that make a practice of it are commonly known as loan sharks.
The illegal practice of directing minority buyers to areas populated by the same race or religion is called:,panic peddling.,redlining.,blockbusting.,steering.,D. steering.,"""Steering"" happens when agents ""steer"" buyers towards particular neighborhoods. Blockbusting and panic peddling are on the opposite side of the same coin. They refer to agents coercing sellers to ""panic-sell"" their homes because a minority group is moving into the neighborhood."
When a principal or property manager signs a contract to manage an owner's property he becomes a,trustee.,lessor.,receiver.,fiduciary.,D. fiduciary.,"A fiduciary is a person who holds a legal or ethical relationship of trust with one or more other parties. Typically, a fiduciary prudently takes care of money or other assets for another person."
A lease for an apartment in a residential apartment project is usually which type of lease?,A ground lease,A percentage lease area,A gross lease.,A net lease.,C. A gross lease.,"A gross lease is a type of lease where the tenant pays a flat rental amount, and the landlord pays for all property charges regularly incurred by the ownership. Most apartment leases resemble gross leases."
Equitable title is transferred to the buyer upon the execution of which of the following documents?,Life estate,Lease-option contract,Deed of reconveyance,Installment contract,D. Installment contract,"An installment contract is between the buyer and the seller of real property, in which the seller provides the buyer financing in the purchase, and the buyer repays the resulting loan in installments."
The right of a tenant to use leased premises is called,leasehold.,ownership rights.,adverse possession.,the right of lessee.,A. leasehold.,"A leasehold estate is an ownership of a temporary right to hold land or property in which a lessee or a tenant holds rights of real property by some form of title from a lessor or landlord. Although a tenant does hold rights to real property, a leasehold estate is typically considered personal property."
The owner of real property who leases it to another is called,an optionee.,a vendor.,a lessee.,a lessor.,D. a lessor.,a lessor is a person who leases or lets a property to another; a landlord.
A listing broker receives his authority to accept an earnest money deposit in the,closing documents.,listing.,earnest money agreement.,Administrative Rules and Regulations.,B. listing.,"A listing broker receives his authority to accept an earnest money deposit in the listing. Earnest money is a deposit made to a seller that represents a buyer's good faith to buy a home. The money serves as a “promise” to the home seller and gives the buyer extra time to get financing and conduct the title search, property appraisal and inspections before closing."
Which of the following is true regarding condominiums?,A condominium unit may be mortgaged like any other parcel of real estate,"If one unit owner defaults on property taxes, those taxes will be owed by the remaining unit owners",The covenants and restrictions define the property taxes to be paid by the condo community,"If a unit owner does not pay the monthly maintenance fee, the entire community will be foreclosed",A. A condominium unit may be mortgaged like any other parcel of real estate,"A mortgage is a debt instrument, secured by the collateral of specified real estate property, that the borrower is obliged to pay back with a predetermined set of payments. Condominiums units are treated like any other real property and can be mortgaged like a house."
Which of the following is NOT a strict legal term for a type of employment contract or listing?,Exclusive right to sell listing,Multiple listing,Exclusive agency listing,Open listing,B. Multiple listing,"A multiple listing service (MLS, also multiple listing system or multiple listings service) is a suite of services that real estate brokers use to establish contractual offers of compensation (among brokers) and accumulate and disseminate information to enable appraisals. This isn't an employment contract, but listing agreements are."
"A developer built a six-story structure. Several years later, an ordinance was passed in that area banning any building six stories or higher. This building is a",violation of the zoning laws.,situation in which the structure would have to be demolished.,nonconforming use.,conditional use.,C. nonconforming use.,"A nonconforming use is a use of property that was allowed under the zoning regulations at the time the use was established but which, because of subsequent changes in those regulations, is no longer a permitted use. ... State law does not regulate nonconforming uses, structures, or lots."
A percentage lease is calculated on a percentage of which of the following?,Gross sales,Gross profit,Net monthly income,Annual net income,A. Gross sales,A percentage lease is a type of lease where the tenant pays a base rent plus a percentage of any revenue earned while doing business on the rental premises. It is a term mostly used in commercial real estate.
Which of the following statements regarding counteroffers is true?,A counter offer is not binding if either party wants to return to the original offer.,Both the buyer and the seller are allowed to write two different counter offers during negotiations or the entire transaction will become void.,"If there is a slight change, such as a change in the closing date, it is not considered a counter offer.",A counter offer is a rejection of the first offer and becomes the new offer.,D. A counter offer is a rejection of the first offer and becomes the new offer.,"A real estate counteroffer is generated by a home seller after a buyer has submitted an offer to purchase and the offer includes terms that aren't agreeable. Typically, a counteroffer states that the seller has accepted the buyer's offer subject to one or more changes."
"""Reversion"" best describes the property interest of a:",state in an escheat action.,beneficiary under a deed of trust.,county in an escheat action.,lessor under a leasehold.,D. lessor under a leasehold.,"In property law, ""reversion"" is a future interest retained by the grantor after the conveyance of a lesser estate to another person or entity, such as the owner of a fee simple granting a life estate or a leasehold estate."
"A man had a one-year lease on a residence which expired July 31, 2019. He stayed on after that date without the consent of the landlord and did not pay any rent. He now holds:",a month-to-month tenancy,an easement.,an estate in remainder.,a tenancy at sufferance.,D. a tenancy at sufferance.,A tenancy at sufferance is the situation when a tenant of real estate continues to occupy the premises without the landlord's consent after the original lease or rental agreement between the landlord and the tenant has expired. A tenant in this situation is also referred to a holdover tenant.
A lessee assigns or sells and transfers total interest in the leasehold to a third party. The third party becomes a:,grantor.,tenant.,lessor.,landlord.,B. tenant.,The new third party took over whatever previous interest the lessee had.
A court order to a properly designated individual to sell property in order to satisfy a judgment is called:,a deficiency judgment.,a lis pendens.,an attachment,a writ of execution.,D. a writ of execution.,"A writ of execution is a court order granted to put in force a judgment of possession obtained by a plaintiff from a court. When issuing a writ of execution, a court typically will order a sheriff or other similar official to take possession of property owned by a judgment debtor."
Statements regarding which of the following are prohibited under anti-discrimination laws?,Sex,Asking whether or not a person is planning to have a larger family,Nationality,All of the other options are correct,D. All of the other options are correct,All of the given options are prohibited by anti-discrimination laws.
The Civil Rights Act of 1866 prohibits discrimination in housing based on which of the following reasons?,Marital status,Sex,Race,Religion,C. Race,"Although surprising to many, the original civil rights legislation was passed in 1866 by one vote, over the veto of President Andrew Johnson. It prohibited discrimination based on race, although later amendments added protections for religion, sex, and marital status."
"In a real estate sales transaction, the amount of the earnest money deposit is determined by",agreement of the parties.,a minimum of 5% of sales price.,the broker.,the real estate license law.,A. agreement of the parties.,An earnest payment is a specific form of security deposit made in some major transactions such as real estate dealings or required by some official procurement processes to demonstrate that the applicant is serious and willing to demonstrate an earnest of good faith about wanting to complete the transaction
A buyer properly revoked his offer after receiving the property condition disclosure and requests the return of his earnest money. The broker:,is required to hold onto the earnest money until a legal authority intervenes,can transfer the earnest money to the seller as damages for contract termination,"may, with the seller's permission, deduct part of his commission from the earnest money.",must promptly return the earnest money.,D. must promptly return the earnest money.,"When a buyer properly revokes their offer after receiving the property condition disclosure, according to most real estate purchase agreements and state laws, they are typically entitled to a full refund of their earnest money. The broker handling the earnest money, in this scenario, has the obligation to promptly return these funds to the buyer without unnecessary delay. This is because the earnest money is meant to be a good faith deposit to secure the transaction, not a payment that the buyer forfeits improperly. Since the revocation of the offer was proper and presumably allowed under the terms of the agreement for reasons such as unsatisfactory property condition disclosures, there is neither a legal nor ethical basis for withholding or deducting from the earnest money deposit."
An exclusive agency listing guarantees the broker his/her commission:,only if the sales price exceeds the listed price.,if the property changes ownership for any reason.,if the broker is the procuring cause of the buyer of the property.,if the seller sells the property.,C. if the broker is the procuring cause of the buyer of the property.,"An Exclusive Agency Listing is an agreement between a seller and a real estate firm or agent granting them the right to be the only firm or agent to market and sell a property. An exclusive agency listing guarantees the broker a commission if any licensee procures a buyer- that is why it's called an Exclusive Agency listing. If a licensee from another agency finds a buyer, the holder of the Exclusive Agency listing is still owed a commission. However, the seller retains the right to find their own buyer without having to pay a commission. NOTE - This is different than an Exclusive Authorization and Right-to-Sell listing, which guarantees the broker a commission if anyone (including the seller) finds a buyer during the terms of the listing agreement."
The form of listing agreement that provides the most benefit and protection to a broker is the:,open listing.,exclusive right to sell listing.,exclusive agency listing.,multiple listing.,B. exclusive right to sell listing.,"An exclusive right to sell listing is a formal agreement under which a real estate broker has the sole right to sell a specified property. For example, even if an owner sells a property herself, an exclusive right to sell listing would guarantee her broker a commission."
What records are found in a profit and loss statement?,The amount of sales per broker,A record of both fixed and variable operating expenses,The number of failed sales in the company,A record of fixed expenses,B. A record of both fixed and variable operating expenses,"An income statement or profit and loss account is one of the financial statements of a company and shows the company’s revenues and expenses during a particular period. It indicates how the revenues are transformed into the net income. The expenses included in the report can be both fixed (like taxes, insurance, maintenance) and variable (like unexpected repairs or monthly ulitities)."
"Mr. and Mrs. Thomas Martin want to sell their house. They want a broker to show the property, but they would like to sell the house themselves without the obligation of paying a broker a commission. What form of listing would allow them to use the services of several brokers and not pay a commission if they sell the house themselves?",Exclusive right to sell listing,Net listing,Exclusive listing,Open listing,D. Open listing,"An open listing lets an owner sell her home by herself as a ""For Sale By Owner."" It is a non-exclusive agreement, meaning the owner may execute open listings with more than one real estate broker and pay only the broker who brings an able buyer whose offer the owner accepts."
A tenant complained to HUD about his landlord's discriminatory practices in his/her building. A week later the landlord gave the tenant an eviction notice. Under which of the following situations would the Federal Fair Housing Act be violated?,when the tenant is conducting an illegal use on the premises,when the tenant is two months behind in his/her rent,when the tenant has damaged the premises,when the landlord evicts the tenant for reporting him to HUD,D. when the landlord evicts the tenant for reporting him to HUD,"Anti-discrimination laws do not apply to situations that are in violation of generally accepted policies such as paying rent on time, maintaining the premises and abiding by use agreements."
Which of these is legally required in a real estate brokerage?,Displaying the RESPA Lending Discrimination poster in a brokerage,Displaying the TILA APR Explanation poster in a brokerage,Displaying an explanation of dual agency in a brokerage,Displaying the Equal Housing Opportunity poster in a brokerage,D,"Any business, real estate broker, agent or person in the real estate business must post the HUD Equal Housing Opportunity Poster in accordance with the Federal Fair Housing Act. It contains legal definitions of discrimination in real estate. Not posting it may be seen as evidence of a discriminatory housing practice."
Blockbusting occurs when,one lending institution buys all the houses on a block.,a lending institution does not make loans in a certain part of the city.,a broker shows houses to prospective buyers only in certain areas.,the broker uses racial fears to prompt people in a changing neighborhood to sell their homes.,D,"Blockbusting is the practice of persuading owners to sell property cheaply because of the fear of people of another race or class moving into the neighbourhood, and then profiting by reselling at a higher price."
Which of the following are listed in a profit and loss statement?,Fixed and variable operating expenses,The annual gross sales of each broker,The profit from an advertising campaign,Items that make a profit and those causing a loss,A,"Both fixed and variable operating expenses are listed in a profit and loss statement. An income statement, or profit and loss statement, is one of several financial statements a company might have. It shows the company’s revenues and expenses during a particular period to indicate how the revenues are transformed into net income. While a profit and loss statement might reflect the overall revenue and expenses associated with advertising, it does not break down the profit from specific advertising campaigns. The annual gross sales of each broker is too specific and would not typically appear on a company-wide profit and loss statement. Such information might be part of internal sales performance reports but not on the profit and loss statement itself. While a profit and loss statement does show revenue (indicative of profitable activities) and expenses (which could be seen as causing a loss if revenues do not exceed them), it does not specifically list items as ""making a profit"" or ""causing a loss."" Instead, it categorizes all revenues and expenses broadly to calculate net profit or loss."
Federal anti-discriminatory laws apply to which of the following?,The rental of industrial property,A broker finding a buyer for a single-family home,A private club not open to the general public,Office building sales,B,"Civil rights laws apply to owners of residential property, rental units, hotels and virtually any other building offering housing or accommodations to the general public. A broker finding a buyer for a single-family home is subject to anti-discrimination laws, but private clubs, commercial real estate, and industrial rentals are not."
"The landlord of an apartment building neglected to repair the building’s plumbing system. As a result, the apartments did not receive water, as provided by the leases. If a tenant’s unit becomes uninhabitable, which of the following would MOST likely result?",Suit for possession,Claim of constructive eviction,Suit for negligence,Tenancy at sufferance,B,"Constructive eviction is a term used in the law of real property to describe a circumstance in which a landlord either does something or fails to do something that he or she has a legal duty to provide (e.g. the landlord refuses to provide heat or water to the apartment), rendering the property uninhabitable."
Which of the following best describes conversion?,Accepting and depositing money into a clients' trust account,Using funds from a business account for personal use,Adding personal funds into a business account,Using funds from a clients' trust account for personal use,D,Conversion is the act of using your clients money for personal use.
"Arthur, a property manager, was $1000 short when needing to pay his office rent. He wrote a check to himself from his client's trust account to cover the cost. Arthurs' action is an example of:",misrepresentation.,commingling.,fraud.,conversion.,D,"Conversion is unauthorized use or control of someone else's property. At a minimum this is personal property (like money), but in some jurisdictions it can also apply to types of real property, such as land."
"Within months of buying their home, the Jackson family learned that the roof leaked during heavy rains. When the house was listed with the Bankers Agency, the seller had told the Bankers' broker that the roof leaked, but Bankers claims the Jackson's did not ask about the roof. What actions can be taken in this situation?",The buyer cannot do anything because this fact should have been discovered during home inspection,The buyer can sue the broker for non-disclosure,The buyer can sue the seller under the license law,The buyer cannot sue the broker under the license law,B,"Disclosure IS required by license law, thus the Jacksons can sue the broker for nondisclosure. The broker is required by law to disclose any fact that would materially affect the buyer's decision to make an offer, such as a leaky roof."
Part of the consideration offered to a seller when the buyer signs an agreement of sale is called:,a recognizance.,an option.,earnest money.,a freehold estate.,C,"Earnest money is a deposit made to a seller that represents a buyer's good faith to buy a home. The money serves as a “promise” to the home seller and gives the buyer extra time to get financing and conduct the title search, property appraisal and inspections before closing. It is commonly transferred to the seller as part of the overall consideration for the home, but this can vary state-to-state."
An agent working as a subagent of the seller would suggest that the buyer hire an inspector from an outside service in all of the following cases EXCEPT:,when there is a slow drain in the toilet.,when there is sawdust in the kitchen cabinets.,when they smell gas in the basement.,when a hinge is off the door.,D,"Home inspectors are hired to find significant and often hidden property defects, such as signs of a leaking roof, termites (which leave behind sawdust), foundation cracking and so forth. Hinges and other ""wear and tear"" items are obvious and not among the reasons for hiring an inspector."
An aggrieved party with a Fair Housing violation claim has how long to file a complaint with the Department of Housing and Urban Development?,7 years,1 week,1 year,1 month,C,"If the complaint is not filed within one year, a person may still file a civil suit in a Federal Court."
"In a usual listing agreement, the broker is authorized to:",convey the real property listed.,find a purchaser and accept a deposit.,promise the buyer that any offer on the listed terms will be accepted.,find a purchaser and bind his client to a contract.,B,"In a usual listing agreement, the broker is authorized to find a purchaser and accept an earnest money deposit. Earnest money is a deposit made to a seller indicating the buyer's good faith in an arrangement. Often used in real estate transactions, earnest money allows the buyer additional time when seeking financing. Earnest money is typically held jointly by the seller and buyer in a trust or escrow account."
The Federal Fair Housing Act states that a prima facie (at first view) case against a broker for discrimination be established after a complaint has been received because the broker has failed to do which of the following?,The broker has failed to join the HUD anti-discriminatory task force,The broker has failed to display a fair housing poster,The broker has failed to join an affirmative marketing program,The broker has failed to attend classes on fair housing,B,"Fair Housing regulations require that a HUD fair housing poster be prominently displayed in brokerages.
Reference: https://www.ecfr.gov/current/title-24/part-110"
The illegal process of a banker refusing to approve loans for a neighborhood based on the racial composition of the area is:,blockbusting.,redlining.,steering.,panic peddling.,B,"Loans may only be approved or denied on the basis of whether a specific individual and property meet established standards. Thus lenders are well within their rights to deny a loan to a particular person because he or she lacks sufficient income or has poor credit. Additionally, a loan for a partially completed home or one that doesn't meet code can also be denied. However, ""macro"" issues such as race or neighborhood cannot be considered."
"Miller, a licensed principal real estate broker, was sued for conversion. This means Miller allegedly did which of the following?",Failed to reconcile his clients' trust account in a timely manner,Failed to maintain a positive balance in his clients' trust account,Misappropriated his client's funds,Commingled the client's trust account funds with his own,C,"Conversion (or misappropriation) is the intentional, illegal use of the property or funds of another person for one's own use or other unauthorized purpose."
"A licensee showed an owner-occupied property that had window screens, custom venetian blinds, and a wall bed to a buyer. The owner accepted the buyer’s offer with no exclusions. What may the seller remove before closing?","Only the wall bed, because it is real property","Only the venetian blinds, as personal property",None of these identified items,"All of the identified items, because they are trade fixtures",C. None of these identified items,"If these attached items were not addressed as ""exclusions"", moving the items would be in contradiction to the purchase agreement."
Discrimination is prohibited in lending practices under which of these acts?,Equal Credit Opportunity Act (ECOA),Truth in Lending Act (TILA),Fannie Mae (FNMA),Real Estate Settlement Procedures Act (RESPA),A. Equal Credit Opportunity Act (ECOA),"Passed in 1992, the Equal Credit Opportunity Act prohibits a broad spectrum of discriminatory lending practices, including the granting or denial of credit or the costs associated with borrowing based on race, gender, marital status, source of income (e.g., public assistance) and other factors."
Statements by a real estate licensee that somewhat exaggerate the intangibles of a property without committing fraud are called:,marketing.,puffing.,polishing.,prospecting.,B. puffing.,Puffing is generally an expression or exaggeration made by a salesperson or found in an advertisement that concerns the quality of goods offered for sale. It presents opinions rather than facts and is usually not considered a legally binding promise.
A broker was found guilty of steering. What did the broker do?,She told the buyers what price to offer,"Before showing properties, she asked the buyers in what areas they wanted to see properties",She insisted on driving the buyers to each property shown,"Without asking, she showed properties in a predominately minority community because the buyers were of the same race","D. Without asking, she showed properties in a predominately minority community because the buyers were of the same race",Racial steering refers to the practice of advising customers to purchase homes in particular neighborhoods on the basis of race- the broker "steers" the buyer towards a certain neighborhood based on their race. Fair housing laws prohibit steering and other discriminatory practices.
A real estate licensee only shows minority clients properties in several traditionally minority neighborhoods. She bases this practice on the need to preserve the valuable cultural integrity of immigrant communities. Which of these statements is TRUE?,"The licensee’s policy is steering, but it does not violate the fair housing laws because she is motivated by cultural preservation, not by exclusion or discrimination","The licensee’s policy has the effect, but not the intent, of steering","Because the licensee is not attempting to restrict the rights of any single minority group, the practice does not constitute steering",The licensee’s policy is steering and violates the fair housing laws regardless of her motivation,D. The licensee’s policy is steering and violates the fair housing laws regardless of her motivation,Racial steering refers to the practice in which real estate brokers guide prospective home buyers towards or away from certain neighborhoods based on their race. The use of race for ANY reason as a qualifying factor when determining what neighborhoods to show a prospective buyer would be in violation of fair housing laws.
Which activity requires a real estate license?,"A service that, for a fee, matches individuals who want to buy and sell properties",A resident manager who collects rent on behalf of a building owner,An executor selling a decedent’s building,A homeowner selling their own home,"A. A service that, for a fee, matches individuals who want to buy and sell properties","Real estate licenses, authorizations issued by state governments, give agents and brokers the legal ability to represent a home seller or buyer in the process of buying or selling real estate."
