Question,A,B,C,D,Correct Answer,Feedback / Explanation
"A broker enters into an open listing with a seller, but fails to give a copy of the listing contract to the owner and also fails to include a termination date. The broker then presents an offer which is accepted. Which of the following statements is most applicable?",The broker is entitled to nothing,The exclusion of a termination date nullifies the contract,"The exclusion of a termination date does not matter, so the broker is entitled to the stated commission",The broker is entitled to specific performance,C,"Unlike an exclusive listing, an open listing need not contain a definite termination date. The listing terminates after a reasonable time, usually whatever is customary in the community. All other concurrent open listings are automatically cancelled by the sale. Also, it isn't necessary for the broker to give the owner a copy of the open listing at the time of signing."
"Under an exclusive agency listing, a broker advertises a home for sale. The owner finds a buyer and sells the home prior to the expiration of the listing. The broker is entitled to:",half the commission.,expenses only.,the full commission.,nothing.,D,"Since the listing was an Exclusive Agency Listing, the seller may find their own buyer without paying a commission. This is different than an Exclusive Authorization and Right-to-Sell Listing, in which the listing broker is guaranteed a commission regardless of who procures the buyer."
A contract based on an illegal consideration is:,void.,valid.,enforceable.,voidable.,A,"A contract must be legal in its formation and operation. Both its consideration and its object must be lawful, or the contract is void."
The following are required to be in writing EXCEPT the:,sale of an RV (recreational vehicle).,sale of a personal residence.,sale of a condominium.,sale of a vacant lot.,A,"The Statute of Frauds generally requires that all contracts for the sale of land or any interest therein be in writing. An RV (recreational vehicle) isn't considered land or real property, so selling it would not require a bill of sale to be in writing for the sale to be valid."
"A broker has listed Mr. Applegate's property under an exclusive listing. He also has an option to purchase the property within 30 days. If after 27 days, the broker decides to buy the property, he must:",disclose all material facts known to him and to the seller.,All of the answer choices are correct.,inform the seller of any additional offers on the property.,disclose any profit he might make.,B,"When a broker has listed a property under an exclusive listing agreement and holds an option to purchase that property, specific ethical and legal duties come into play if the broker decides to exercise their option to buy the property. While not directly related to the broker purchasing the property, in many jurisdictions, ethical rules require that a broker present all offers to the seller up until the point of sale. The broker must disclose all material facts that could affect the seller's decision about the sale or the value of the property. Transparency is key in maintaining trust and ensuring fairness in the transaction. Disclosure of any profit he might make is a critical component of treating the seller fairly, especially if the broker could gain financially from the transaction in ways not readily apparent to the seller. The need for these disclosures is rooted in the broker's fiduciary responsibility to the seller. This responsibility ensures that the seller makes an informed decision about the sale of the property, especially when the buyer is the broker themselves."
The transferee in an assignment of a lease is called the:,assignor.,assignee.,sublessor.,sublessee.,B,"The assignor gives the assignment and remains secondarily liable under the lease. The assignee (transferee) takes over the assignor's interest and is primarily liable to pay rent to the original lessor. Remember the OR-EE rule- the suffix ""or"" is used to denote the person who performs an action, while the suffix ""ee"" is used to denote the recipient of that action."
"Jack leases a single-family dwelling property from Mr. Michaels. After the lease agreement is signed and Jack moves in, Mr. Michaels insists that Jack sign an addendum to the lease agreeing to make substantial capital improvements to the property. Mr. Michaels' requirement could make the lease contract:",voidable by Jack.,valid and enforceable by law.,void.,voidable by Mr. Micheals.,A,"A lessor cannot change or add to the lease contract after it is signed, and a situation like this would put Jack under duress. If Mr. Michaels insists on the"
A lease contract is best described as,a temporary transfer of legal title,an instrument of conveyance of limited title,a conveyance of a possessory interest,a title conveyance in exchange for rent,c,"A lease is both an instrument of conveyance and a contract between principal parties to uphold certain covenants and obligations. As a conveyance, a lease conveys an interest, called the leasehold estate, but does not convey legal title to the property"
"When a tenant acquires a leasehold estate through a lease, what does the property owner acquire?",A freehold estate,A reduced leasehold estate,A leasehold estate,A leased fee estate,d,"In conveying the leasehold estate, the landlord acquires a leased fee estate, which entails the rights to: receive rent; re-possess the property following the lease term; and monitor the tenant's obligations to maintain the premises"
"When an owner leases her property, she temporarily relinquishes the right to",transfer the property,encumber the property,occupy the property,maintain the property,c,The legal essence of a valid lease is that it conveys an exclusive right to use and occupy a property for a limited period of time in exchange for rent and the return of the property after the lease term is over
Which of the following happens when a leased property is sold?,The buyer acquires title subject to the lease,The lease is cancelled,The lease expires within thirty days unless renewed,A new lease is automatically executed,a,"The landlord may sell, assign, or mortgage the leased fee interest. However, transferring and encumbering the leased property do not extinguish the obligations and covenants of a lease. Buyers and creditors, therefore, must take their respective interests subject to the terms of the lease"
"A landlord and tenant complete a one-year lease.  The following week, the landlord dies.  Which of the following is true?",The lease is cancelled and must be re-written,The tenant must continue to abide by all lease terms,The tenant may annul the lease at his or her option,The landlord's heirs may cancel the lease at their option,b,"A valid lease creates obligations that survive the death of the landlord or tenant, with certain exceptions"
"If a lease does not state a specific ending date, when does it terminate?","Immediately, since it is an invalid lease",After one year,When either party gives proper notice,Whenever the property is sold,c,"In the absence of an explicit term with beginning and ending date, a court will generally construe the lease to be a tenancy at will, cancelable upon proper notice"
"In accordance with the Statute of Frauds, ",leases in excess of one year must be recorded to be enforceable,oral leases are not enforceable,a five-year lease must be in writing to be enforceable,an unwritten lease is fraudulent,c,"Generally, a lease for a period exceeding one year cannot be oral but must be in writing to be enforceable because of the statute of frauds"
What is one important difference between a sublease and a lease assignment?,"In an assignment, responsibility for the original lease is transferred completely to the assignee","In a sublease, the original tenant retains primary responsibility for performance of the original lease contract",A sublease does not convey any of the leasehold interest,A sublease conveys the entire leasehold interest,b,"Subletting (subleasing) is the transfer by a tenant, the sublessor, of a portion of the leasehold interest to another party, the sublessee, through the execution of a sublease. The sublease spells out all of the rights and obligations of the sublessor and sublessee, including the payment of rent to the sublessor. The sublessor remains primarily liable for the original lease with the landlord. The subtenant is liable only to the sublessor"
Which of the following lease types conveys rights other than the rights to exclusive use and occupancy of the entire property?,A rights lease,A percentage lease,A gross lease,A net lease,a,"The practice of leasing property rights other than the rights to exclusive occupancy and possession occurs most commonly in the leasing of water rights, air rights, and mineral rights"
An owner leases a property to a business in exchange for rent.  The tenant is required to pay all operating expenses as well.  This is an example of a ,proprietary lease,percentage lease,gross lease,net lease,d,"A net lease requires a tenant to pay for utilities, internal repairs, and a proportionate share of taxes, insurance, and operating expenses in addition to rent"
The percentage lease is most often used by,industrial landlords,retail landlords,residential landlords,office landlords,b,Percentage leases are used only for retail properties
Which of the following summarizes the general terms of a ground lease?,"The landlord sells the ground to another, then leases it back","A tenant buys the landlord's ground, then leases the improvements",The landlord leases the ground floor of the building to a commercial tenant,The tenant leases the ground from the landlord and owns the improvements,d,"The tenant leases the ground from the landlord and owns the improvements. This lease is for ground, only and the landlord does not own the building or other improvements that are on the land"
Among the usual remedies available to the injured party if tenant or landlord defaults on the terms of a lease is the right to,sue to compel performance of the contract,enter a lien against the other's estate,lock the other party out of the premises,apply the security deposit to legal expenses,a,"In the event of a default, the damaged party may pursue court action, including suing for specific performance. A successful suit for specific performance compels the defaulting party to perform the contract obligation that was breached. For example, if a landlord fails to replace carpeting as promised in the lease, the tenant can sue to obtain the landlord's specific performance of installing a new carpet"
A lease automatically terminates under which of the following circumstances?,The tenant fails to pay rent,The leased property is foreclosed,The tenant goes out of business,The landlord cancels the lease,b,"A foreclosure extinguishes all prior interests in a property, including a leasehold"
One of the aims of the Uniform Residential Landlord and Tenant Act is to,create a standard residential lease for use nationwide,force states to enact tenants' rights laws,establish uniform rental rates for each type of property,discourage the use of unfair and overly complex leases,d,"The Uniform Residential Landlord and Tenant Act (URLTA) aims to equalize and standardize rights of landlord and tenant, protect tenants from unethical practices, and prevent unfair, complex leases and their enforceability"
A primary theme of the Uniform Residential Landlord and Tenant Act is that both landlord and tenant,waive their rights to sue for damages,bargain with each other in good faith,give sixty days' notice of intent to terminate the lease,observe the Realtor's Code of Ethics,b,"Under URLTA, a landlord and tenant must both bargain in good faith"
A lease is both an,instrument of conveyance and a contract,instrument of conveyance and a deed,estate and freehold interest,estate and a contract,a,"A lease is both an instrument of conveyance and a contract between principal parties to uphold certain covenants and obligations. As a conveyance, a lease conveys an interest, called the leasehold estate, but does not convey legal title to the property"
A tenant wants to have a specific lease-expiration date in his lease.  Which of the following leasehold estates does this tenant want?,Estate at sufferance,Estate at will,Estate from period-to-period,Estate for years,d,An estate for years has a specific lease term
"In conveying the leasehold estate to the tenant, the landlord retains a",leased fee estate,defeasible estate,leasehold interest,conditional interest,a,"In conveying the leasehold estate, the landlord acquires a leased fee estate, which entails the rights to receive rent and re-possess the property following the lease term, and the duty to monitor the tenant's obligations to maintain the premises during the lease term"
"Generally, a lease for a period exceeding one year must be in writing to be enforceable because of the",Statute of Limitations,Statute of Frauds,State licening laws,Statute of Repose,b,"Generally, a lease for a period exceeding one year cannot be oral but must be in writing to be enforceable because of the Statute of Frauds"
An oral lease is legally construed to be which of the following?,A tenancy at will,A tenancy for years,A month-to-month tenancy,A tenancy at sufferance,a,"An oral lease or rental agreement is legally construed to be a tenancy at will, having no specified term"
"In a sublease, which of the following parties remains primarily liable for the original lease with the landlord?",The assignor,The assignee,The sublessor,The sublessee,c,The sublessor remains primarily liable for the original lease with the landlord
Which of the following is true regarding option leases?,The lessor does not have to comply,The lessee does not have to exercise the option,The lessee must purchase the property,The lessee must renew the lease,b,"Typical options are the right to renew the lease, buy the property, and lease additional adjacent space.  A tenant does not have to exercise an option, but the landlord must comply if the tenant does exercise it"
Which one of the following lease agreements is typically used for retail properties?,Gross lease,Net lease,Percentage lease,Full-service lease,c,"A percentage lease allows the landlord to share in the income generated from the use of the property. A tenant pays percentage rent, or an amount of rent equal to a percentage of the tenant's periodic gross sales. Percentage leases are used only for retail properties"
Residential leases differ from commercial of leases in that,"the lease term is shorter, typically one or two years","the lease terms are longer, ranging up to 24 years",the lease clauses are typically negotiable,the lease typically requires tenant improvements to meet particular forms of usage,a,"Residential leases differ from commercial and other types of lease in that the lease terms are shorter, typically one or two years.  Typical commercial leases are for five years or more"
An individual who receives a proprietary lease has a,leasehold interest,less than freehold estate,retail rental agreement,commercial lease,a,A proprietary lease conveys a leasehold interest to an owner of a cooperative
Which of the following statement describes an important feature of a commercial lease?,The lease is primarily used to lease raw land,The lease clauses are fairly standard from one property to the next,The lease typically prohibits tenant improvements,The lease is usually long term ranging from 5-15 years,d,"long term, ranging from 5-15 years, require tenant improvements to meet particular usage needs, negotiable lease clauses due to the financial magnitude of the transaction, default can have serious financial consequences; therefore, lease clauses must express all points of agreement and be very precise"
Residential leases differ from commercial and other types of leases in that ,residential lease terms are longer than commercial lease terms,residential lease terms are shorter than commercial lease terms,"residential leases are generally negotiable, and commercial leases are standard","residential leases are typically percentage leases, and commercial leases are not",b,"lease terms are shorter, typically one or two years, lease clauses are fairly standard from one property to the next, in order to reflect compliance with local landlord-tenant relations laws, lease clauses are generally not negotiable, particularly in larger apartment complexes where owners want uniform leases for all residents"
"In the event of a default, the damaged party may pursue court action, including suing for all of the following EXCEPT",damages,cancellation of the lease,specific performance,condemnation,d,"Although condemnation may terminate a lease by the taking of a property by eminent domain, it has nothing to do with a breached lease and therefore is not a remedy for default"
"A successful suit for specific performance compels the defaulting party to perform the contract obligation that was breached. For example,","if a tenant defaults, the landlord can claim all or portions of the deposit","if a landlord defaults in repairing the water heater, the tenant can purchase a new heater and charge the landlord for the repair","if a landlord prohibits pets and a tenant violates this requirement, the landlord can charge the tenant a monthly fine","if a landlord fails to replace carpeting as promised in the lease, the tenant can sue to obtain the landlord's specific performance of installing a new carpet",d,"A successful suit for specific performance compels the defaulting party to perform the contract obligation that was breached. For example, if a landlord fails to replace carpeting as promised in the lease, the tenant can sue to obtain the landlord's specific performance of installing a new carpet"
"In a tenancy for years, a lease may terminate for which of the following causes?",Sale of the property,Death of the landlord,Death of the tenant,Foreclosure,d,A foreclosure extinguishes all prior interests in a property and will terminate a lease agreement
Identify the model law enacted as a blueprint for state laws to regulate leasing and management practices of landlords with residential properties,The Federal Fair Housing Act (FHA),The Department of Housing and Urban Development (HUD),The Uniform Residential Landlord and Tenant Act (URLTA) ,The Environmental Protection Agency (EPA),c,The Uniform Residential Landlord and Tenant Act (URLTA) is a model law enacted as a blueprint for state laws to regulate leasing and management practices of landlords with residential properties
"In an instance where the landlord's negligence or disruptive action has rendered the property unoccupiable, a tenant may vacate the premises and declare that the lease is canceled by default. This action is called ",constructive eviction,specific performance,estate at will,suit for possession,a,"The most common form of landlord default is failure to provide services and maintain the property condition. When a landlord defaults on the terms of the lease, tenants may sue for damages. In an instance where the landlord's negligence or disruptive action has rendered the property unoccupiable, a tenant may vacate the premises and declare that the lease is canceled by default. This action is called constructive eviction"
The Uniform Residential Landlord and Tenant Act (URLTA) aims to protect the ,tenants from unethical practices,tenants from excessive rent levels,landlords right of quiet enjoyment,transient occupant in a hotel or motel rental,a,"The Uniform Residential Landlord and Tenant Act (URLTA) is a model law enacted as a blueprint for state laws to regulate leasing and management practices of landlords with residential properties. The act aims to: standardize rights of landlord and tenant, protect tenants from unethical practices, prevent unfair, complex leases and their enforceability"
"Under the Uniform Residential Landlord and Tenant Act (URLTA), a landlord is obligated to do which of the following? ",bargain in good faith with the tenant,maintain the rental unit free and clear of debris,provide the tenant with a signed lease agreement,avoid disputes with the tenant,a,"The landlord's obligations. under URLTA, includes the following: bargain in good faith with the tenant, provide required maintenance, make repairs, comply with local building codes, provide access and safety services: elevator; fire escapes, etc., provide a procedure for delivery of official notices"
"Under the Uniform Residential Landlord and Tenant Act (URLTA), a tenant is obligated to do which of the following?",bargain in good faith with the landlord,comply with building codes,provide the landlord with a signed lease agreement,avoid disputes with the landlord,a,"The tenant's obligations. Under URLTA, includes the following: bargain in good faith, maintain the condition of the leased premises, abide by (legitimate) rules and regulations of the building, refrain from abusing or causing destruction to the property, limit uses to those approved, avoid unduly disturbing other tenants"
Which of the following types of leasehold estate lacks a specific term?,Estate for years,Estate from period-to-period,Estate at will,Estate at sufferance,c,"Three of the four principal types of leasehold estate are: the estate for years, which has a specific lease term; the estate from period-to-period, where the lease term of a specific period automatically renews; and the estate at will, which has no specified lease term. The fourth principal type, the estate at sufferance, is a tenancy without consent that therefore also has no specific term"
A landlord generally has the right to enter the leased premises,at any time without notice,for specified reasonable purposes,only at the time rent is due,only thirty days prior to lease expiration,b,"A tenant has the sole right to occupy and use the premises without interference from outside parties, including the landlord. The landlord may enter the premises for specified purposes such as inspections, but the interference must be reasonable and limited. In addition, the landlord can do nothing outside of the lease's express provisions that would impair the tenant's enjoyment of income deriving from use of the premises"
Among a tenant's primary obligations in a lease is,compliance with the rules and regulations of the building,payment for any alterations to the leased space,recording the lease in title records,satisfying the municipality's requirements for an occupancy permit,a,"The lease defines the tenant's obligations, which principally are to pay the rent on time; maintain the property's condition; and comply with the rules and regulations of the building"
Among a landlord's primary obligations in a lease is,insuring the tenant against loss of personal property,providing required building support and services,guaranteeing that a fair rent is being charged,insuring the property for the value of the leasehold,b,"The lease defines the landlord's obligations, which principally are to provide the necessary building support and services, and maintain the condition of the property. It is the tenant's responsibility to obtain insurance and to determine the fairness of the rent"
"While a one-year lease is in effect, the tenant dies of a sudden illness.  In this situation,",the lease automatically terminates,the tenant's estate has the option of canceling the contract,the landlord can record a lien against the leased fee interest,the tenant's estate is still obligated under the lease,d,"A valid lease creates obligations that survive the death of the landlord or tenant, with certain exceptions. A tenant's estate remains liable for payment of rent if the tenant dies; the landlord's estate remains bound to provide occupancy despite the landlord's death"
"Three college friends rent a house together, and all three sign the lease.  After a month, the friends argue and two of them move out.  Which of the following is true of the rent obligation?",The remaining tenant is responsible for the full rent obligation,The remaining tenant is responsible for one third of the rent obligation,No one is responsible for the rent obligation.  The landlord loses,The departing tenants have no further rent obligation,a,"Multiple tenants who sign a single lease are jointly and severally responsible for fulfilling lease obligations. Thus, if one renter abandons an apartment, the other renters remain liable for rent"
A tenant transfers a portion of the leasehold interest to another party.  The document that accomplishes this transfer is a(n),deed,assignment,sublease,reconveyance,c,"Subletting (subleasing) is the transfer by a tenant, the sublessor, of a portion of the leasehold interest to another party, the sublessee, through the execution of a sublease. The sublease spells out all of the rights and obligations of the sublessor and sublessee, including the payment of rent to the sublessor. The sublessor remains primarily liable for the original lease with the landlord. The subtenant is liable only to the sublessor"
The type of lease in which the tenant pays all of the operating expenses of the property is a(n),gross lease,commercial lease,index lease,net lease,d,"A net lease requires a tenant to pay for utilities, internal repairs, and a proportionate share of taxes, insurance, and operating expenses in addition to rent. In effect, the landlord ""passes through"" actual property expenses to the tenant rather than charging a higher rent level. Net leases vary as to exactly what expenses the tenant is responsible for. The purest form of net lease requires tenants to cover all expenses, including major repairs and property taxes"
The type of lease in which the landlord pays all of the operating expenses of the property is a(n),gross lease,proprietary lease,index lease,net lease,a,"A gross lease, or full service lease, requires the landlord to pay the property's operating expenses, including utilities, repairs, and maintenance, while the tenant pays only rent. Rent levels under a gross lease are higher than under a net lease, since the landlord recoups expense outlays in the form of added rent"
The type of lease in which the tenant pays rent based on income generated at the leased premises is a(n),commercial lease,index lease,percentage lease,overage lease,c,"A percentage lease allows the landlord to share in the income generated from the use of the property. A tenant pays percentage rent, or an amount of rent equal to a percentage of the tenant's periodic gross sales"
Which of the following circumstances is the most likely scenario for a ground lease?,A PUD developer wants to acquire a necessary parcel that separates two parcels she already owns,A farmer wants to expand his productive acreage without buying more land,A fast food company wants to place a restaurant in an existing building without buying either land or improvement,A railroad wants to build a bridge over a privately owned access road,b,Ground leases are primarily used when an owner wishes to lease raw land to an agricultural or mining interest; when unimproved property is to be developed and the owner wants to retain ownership of the land; when the developer or future users of the property do not want to own the land; or when the owner of an improved property wishes to sell an interest in the improvements while retaining ownership of the underlying land
The basic feature that distinguishes a rights lease from other types of leases is,the long lease period that is typical,the reversion of all rights to the owner at the end of the lease term,the assignability of the leasehold,the absence of exclusive occupancy and possession from the rights leased,d,"The practice of leasing property rights other than the rights to exclusive occupancy and possession occurs most commonly in the leasing of water rights, air rights, and mineral rights"
"By suing for specific performance, a leasehold tenant might",force a landlord to provide improvements that were promised but not delivered,change the obligation to pay rent as it is stated in the lease,invalidate the lease,cancel the lease and receive damages for the landlord's default,a,"A successful suit for specific performance compels the defaulting party to perform the contract obligation that was breached. For example, if a landlord fails to replace carpeting as promised in the lease, the tenant can sue to obtain the landlord's specific performance of installing a new carpet"
Which of the following situations describes constructive eviction?,A court order expels a tenant because of tenant default,A tenant is forced out of the premises because the landlord has declared bankruptcy,A tenant vacates the premises and declares the lease canceled because the landlord has made the premises uninhabitable,A tenant changes the locks overnight and does not allow the landlord access to the premises,c,"In an instance where the landlord's negligence or disruptive action has rendered the property unoccupiable, a tenant may vacate the premises and declare that the lease is cancelled by default"
What is the difference between a tenant's vacating leased premises and abandoning the premises?,Vacating the premises terminates the tenant's lease obligations,Abandonment implies that the tenant shows no intention of fulfilling the lease obligations,Vacating the premises terminates the landlord's lease obligations,Vacating the premises is automatically a tenant default,b,"If a tenant abandons a leased property and demonstrates no intention of fulfilling the obligations of the lease, the landlord may retake possession and pursue legal recourses for default. It is important to note that vacating leased premises does not in itself constitute abandonment, and certainly not if the tenant continues to abide by the lease obligations"
A periodic leasehold or a tenancy at will can usually be terminated by,either party giving proper notice,either party without notice,"a sublease, with the lessor's approval",an assignment by the lessor,a,"In the absence of an explicit term with beginning and ending date, a court will generally construe the lease to be a tenancy at will, cancelable upon proper notice"
"Under the Uniform Residential Landlord and Tenant Act, if a lease does not state a clear expiration date, the lease is regarded as",invalid,a tenancy from period-to-period,a tenancy at will,a tenancy for years,b,"URLTA sets standards for improving oral, vague, or unbalanced lease agreements. In the case of an unclear lease expiration date, the lease is generally deemed to be a periodic tenancy"
"If a tenant is seeking a remedy for an alleged landlord default and the landlord disputes the claim, the Uniform Residential Landlord and Tenant Act allows the tenant to",terminate the lease,abate the rental payments while the dispute is settled,make the rental payments to a court impound pending resolution,deny the landlord access to the premises,c,"Tenants generally are not released of liability for rent during a dispute. Rents, however, may be paid to a court impound pending judgment"
The Uniform Residential Landlord and Tenant Act generally does not apply to,a residence that is under a contract for deed,a single-family residence,a unit in an apartment building that has fewer than ten units,a duplex in which the owner occupies one of the units,a,"State laws based on URLTA generally do not apply to transient occupancies, such as hotel and motel rentals, proprietary leases in cooperatives, or to occupancy in a residence that is under a contract for deed"
An important legal feature of a contract is,it represents a "meeting of the minds.",it must use precise wording in a document,it is not voidable,it can be created only by an attorney,a,"A contract is an agreement between two or more parties who, in a ""meeting of the minds,"" have pledged to perform or refrain from performing some act. A valid contract is one that is legally enforceable by virtue of meeting certain requirements of contract law. If a contract does not meet the requirements, it is not valid and the parties to it cannot resort to a court of law to enforce its provisions"
"According to contract law, every valid contract is  also",void,enforceable,enforceable or unenforceable,voidable,c,"In terms of validity and enforceability, a court may construe the legal status of a contract in one of four ways:  •valid  •valid but unenforceable  •void  • voidable "
The guardian for a mentally incompetent party enters into an oral contract with another party to buy a trade fixture. This contract,does not meet validity requirements,is possibly valid and enforceable,must be in writing to be valid,is valid but unenforceable,b,"A contract involving a minor as a party may be either void or voidable. If the contracting party is representing another person or business entity, the representative must have the legal authority to contract"
"A prospective homebuyer submits a signed offer to buy a house with the condition that the seller pays financing points at closing. The seller disagrees, crosses out the points clause, then signs and returns the document to the buyer. At this point, assuming all other contract validity items are in order, the status of the offer is","an accepted offer, therefore a valid contract",an invalid contract,a counteroffer,an invalid offer,c,"By changing any of the terms of an offer, the offeree creates a counteroffer, and the original offer is void"
"As part of a construction contract between a contractor and a buyer, the contractor promises to complete construction by November 20. This promise can be construed as",competency on behalf of the contractor,mutual consent,good faith,valuable consideration,d,"Valuable consideration can be something of tangible value, such as money, or something a party promises to do or not do"
An unscrupulous investor completes a contract with a buyer to sell a property the investor does not own. The sale contract for this transaction,is voidable,must be in writing,is void,is illegal yet potentially enforceable,c,"The content, promise, or intent of a contract must be lawful. A contract that proposes an illegal act is void"
"A homeowner encourages an agent to aggressively persuade a buyer to purchase his house by overinflating historical appreciation rates. The agent and the seller agree that 25% annual appreciation would work, even though this figure is four times actual rates. The pitch succeeds, and the seller accepts the buyer's resulting offer. This contract is",enforceable,voidable,void,valid,b,"The parties must create the contract in good faith as a free and voluntary act. A contract is thus voidable if one party acted under duress, coercion, fraud, or misrepresentation"
The statute of limitations requires that parties to a contract who have been damaged or who question the contract's provisions,must act within a statutory period,"must select a specific, limited course of action for recouping their losses",must arbitrate prior to taking court action,must wait a statutory period before they may take legal action,a,The statute of limitations restricts the time period for which an injured party in a contract has the right to rescind or disaffirm the contract. A party to a voidable contract must act within the statutory period
The purpose of the Statute of Frauds is to,invalidate certain oral contracts,require certain conveyance-related contracts to be in writing,nullify oral leases and listing agreements,eliminate fraud in real estate contracts,b,"The Statute of Frauds requires that certain contracts must be in writing to be enforceable. Real estate contracts that convey an interest in real property fall in this category, with the exception that a lease of one year's duration or less may be oral"
"A seller immediately accepts a buyer's offer but waits eight days before returning the accepted document to the buyer. Meanwhile, the offer has expired. Which of the following is true?",The buyer is bound to the contract since it was accepted immediately,The buyer has no obligations to the seller whatsoever,The buyer may not rescind the expired offer,The seller may sue for specific performance,b,"If an offer contains an expiration date and the phrase ""time is of the essence,"" the offer expires at exactly the time specified"
"A buyer agrees to all terms of a seller's offer except price. The buyer lowers the price by $1,000, signs the form, and mails it back to the seller. At this point, the seller's offer",is void,becomes an executory contract,becomes a counteroffer,has been accepted,a,"By changing any of the terms of an offer, the offeree creates a counteroffer, and the original offer is void"
"A buyer submits an offer to a seller. Two hours later, the buyer finds a better house, calls the first seller, and withdraws the offer. Which of the following is true?",The buyer may not revoke the offer in such a short period of time,The first seller may sue the buyer for specific performance,"If the seller accepted the offer, the buyer must perform",The original offer is legally extinguished,d,"An offer may be revoked, or withdrawn, at any time before the offeree has communicated acceptance. The revocation extinguishes the offer and the offeree's right to accept it"
Real estate contracts that are not personal service contracts,may be assigned,are not assignable,must be in writing,are exempt from the statute of frauds,a,A real estate contract that is not a personal contract for services can be assigned to another party unless the terms of the agreement specifically prohibit assignment
Which of the following contracts must be in writing to be enforceable?,A parol contract,A six-month lease,A two-year lease,An executory contract,c,"A contract may be in writing or it may be an oral, or parol, contract. Certain oral contracts are valid and enforceable, others are not enforceable, even if valid. For example, most states require listing agreements, sales contracts, and leases exceeding one year to be in writing to be enforceable"
A good example of a unilateral contract is,an option to purchase,a listing agreement,a personal services agreement,a sale contract,a,"An option is an example of a unilateral contract: in an option-to-buy, the party offering the option (optionor) promises to sell a property if the optionee decides to exercise the option. While the potential buyer does not have to buy, the owner must sell if the option is exercised"
A contract is discharged whenever,there is a cooling period,both parties have signed it,it is performed,the parties agree to their respective promises,c,A contract terminates when fully performed by the parties
A contract may be defensibly terminated without damages if,it is abandoned by one party,it is impossible to perform,it is deemed to be valid,both parties breach its terms,b,An otherwise valid contract can be canceled if it is not possible to perform
A landlord suddenly terminates a tenant's lease in violation of the lease terms. The tenant takes action to compel the landlord to comply with the violated terms. This is an example of a suit for,rescission,specific performance,damages,forfeiture,b,A suit for specific performance is an attempt to force the defaulting party to comply with the terms of the contract
"To be legally enforceable, a valid contract must include",authorized signatures,mutual consent,the legal description of the property,marketable title,b,"Contract validity requirements include competent parties, mutual consent, valuable consideration, legal purpose, voluntary act of good faith"
"A property owner signed a listing agreement under duress.  If the seller contests the legitimacy of the signed contract, the contract may be considered",void,voidable,valid,enforceable,b,"A voidable contract appears to be valid but is subject to rescission by the party who is deemed to have acted under some kind of disability.  Examples are victims of duress, coercion, or fraud"
"A seller received an offer from a buyer for $350,000. The seller counter-offered with a different sales price of $375,000. Which statement is true regarding the status of the buyer’s original offer?",The original offer is valid,The original offer is unenforceable,The original offer is void,The original offer is voidable,c,"A void contract is an agreement that does not meet the tests for validity and therefore is no contract at all. If a contract is void, neither party can enforce it. A void agreement that is absent of competent parties, mutual consent, valuable consideration, legal purpose, or voluntary act of good will. By changing any of the terms of an offer, the offeree creates a counteroffer, and the original offer is void"
Which of the following scenarios is an example of valuable consideration?,"A developer builds a three-story home for $750,000",The daughter inherited a four-acre lot,The shares of a rental business were transferred to the spouse,The buyer’s down payment for a house was gifted by the grandparents,a,A contract must contain a two-way exchange to be considered valuable consideration as compensation for performance by the other party. The contract is not valid or enforceable if only one party provides consideration
A seller induces a buyer to sign a sales contract for the purchase of a house based on the assurance that the property is less than five years old.  The buyer wants to rescind the agreement after learning that the building permit proves that the property is over twelve years old.  This contract is  ,voidable because the buyer’s action did not exbibit good faith,voidable because the seller’s action did not exhibit good faith,valid because the buyer should have done due diligence before signing the contract,void because the contract lacked mutual consent,b,"The parties must create the contract in good faith, as a free and voluntary act. A contract is thus voidable if one party acted under duress, coercion, fraud, or misrepresentation"
Which statute restricts the time period for which an injured party in a contract has the right to rescind or disaffirm the contract?,Statue of validity,Statue of legal acts,Statute of limitations ,Statute of frauds,c,The purpose of the statute of limitations is to restrict the timeline for which an injured party in a contract has the right to rescind or disaffirm the contract. A party to a voidable contract must act within the statutory period costs
"Contracts to buy, sell, exchange or lease interests in real property must be in writing to be enforceable. This falls under the",statute of frauds,statute of limitations,statute of consideration,statute of contracts,a,"The statute of frauds requires that certain contracts must be in writing to be enforceable.  Real estate contracts fall under this category, with the exception of a one year or less lease term"
"The buyer submitted an offer to purchase a three-bedroom home below the asking price. The seller counter-offered with a different purchase price. When the seller gave a counteroffer, the seller became the ",offeror,offeree,lessor,lessee,a,"The offeror proposes contract terms in a contract to an offeree.  When an offeree accepts all terms without amendment, the offer becomes a contract. When an offeree creates a counteroffer, the original offer is void, and that party becomes the offeror"
"A prospective client received a written agreement that included the property price, commission fees, terms, and the designated agent assigned to service the scope of work. This type of contract is known as",a legal contract,an implied contract,an express contract,an executed contract,c,"An express contract is one in which all the terms and covenants of the agreement have been stated and agreed to by all parties, whether verbally or in writing"
"A buyer agreed to purchase a property for $250,000, and the seller agreed to sell the property and convey the title at closing.  This agreement is known as",a bilateral contract,a unilateral contract,an option contract,a voidable contract,a,A bilateral contract is one in which both parties promise to perform their respective parts of an agreement in exchange for performance by the other party
Which of the following is an example of an executed contract?,An expired lease contract,A counteroffer from the seller in a sales contract,A sales contract contingent on the loan approval,A sales contract prior to closing,a,An executed contract is one that has been fully performed and fulfilled whereby neither party bears any further obligation
