Question,A,B,C,D,Correct Answer,Feedback / Explanation
Who receives the interest that accrues on a buyer's earnest money deposit?,The buyer receives the interest.,Earnest monies must be deposited in non-interest-bearing accounts.,"If interest earned is greater than ten percent of the earnest money deposit, it is payable to the buyer; otherwise, the broker receives the interest.",The broker receives the interest if the buyer has agreed in writing.,D. The broker receives the interest if the buyer has agreed in writing.,"When earnest monies are deposited in interest-bearing accounts, the broker may keep any interest that accrues as long as the buyer has agreed to this in writing."
What happens to earnest monies in the case of a dispute between the buyer and the seller?,The broker may not disburse the funds until the dispute is settled.,Earnest monies are always returned to the buyer.,Earnest monies are always disbursed to the seller.,The broker must send the monies in question to the South Carolina Real Estate Commission for disbursement.,A. The broker may not disburse the funds until the dispute is settled.,"In the case of a dispute over the entitlement of earnest money, the broker must hold the funds in escrow until the dispute is settled by agreement, mediation, or court order."
By which of the following means would earnest money disputes NOT be settled?,By a written agreement signed by all parties,By court order,By broker arbitration,By mediation,C. By broker arbitration,"In the case of a dispute about earnest monies, a broker is not allowed to arbitrate the resolution of the situation."
The South Carolina Real Estate Commission requires a broker to maintain all of the following records for trust accounts holding other people's money EXCEPT which one?,A running balance accounting of each entry,A monthly reconciliation for each entry,An accounting of the name of payee for each deposit in the account,An accounting of the check number of each deposit received,B. A monthly reconciliation for each entry,"In maintaining a trust account, a broker is required to keep a detailed accounting of the running balance of each entry, the check number of each deposit received, and the name of the payee for each deposit but is not required to keep a monthly reconciliation for each entry."
"Carly, a broker, realizes that her escrow account has no current deposits. She receives a letter from the bank warning her that the account requires a minimum balance of $100 to stay open. Can Carly deposit personal funds in the escrow account to keep it open?","No, she must appeal to the bank for a waiver of the minimum balance requirement.","No, this is considered commingling of funds which is illegal.","Yes, she may deposit personal funds up to a maximum of $500.","Yes, but she may only deposit the minimum required to keep the account open.","D. Yes, but she may only deposit the minimum required to keep the account open.","Carly may deposit a minimum amount of personal funds in the escrow account to keep it open -- in this case, $100."
Which of the following is required by the South Carolina Real Estate Commission?,A broker-in-charge must establish a central escrow account for multiple branch offices.,A broker-in-charge must train only associate licensees in the proper handling of escrow funds.,A broker-in-charge must deposit cash earnest money into an escrow account within 24 hours of receiving the funds.,A broker-in-charge must keep back-up copies of all computerized escrow account records.,D. A broker-in-charge must keep back-up copies of all computerized escrow account records.,"A broker-in-charge is required to maintain back-up copies of computerized accounts, to instruct both employees and associate licensees in the proper handling of escrow funds, and to deposit cash earnest money within 48 hours of receipt."
"When Billie Smith, a broker, receives monies for rent on a property, what is she required to do?",Deposit the monies in her operating account,Deposit the monies in an escrow account,Disburse the monies to the landlord within 10 days of receipt,Retain the monies in an escrow account for at least 30 days after the deposit clears,B. Deposit the monies in an escrow account,"When Billie receives monies for rent on a property, she must deposit these funds into an escrow account and disburse them to the property owner within a reasonable time after the deposit clears."
"The Noonans have signed a contract to purchase a property, but they fail to qualify for a loan. What happens to their earnest money?",Half goes to the seller,The funds are awarded to the seller,The funds are returned to the Noonans.,None of the other options are correct,C. The funds are returned to the Noonans.,"Since the Noonans failed to qualify for a loan, their earnest money will be returned to them."
When is a classified ad considered illegal?,When it doesn't include a phone number,When it contains only a phone number,When it omits the property's address,When it lists the name of the company but not the individual broker,B. When it contains only a phone number,An ad that doesn't contain the name of the company is considered illegal by the South Carolina Real Estate Commission.
What is the purpose of the mandatory continuing education required by the South Carolina Real Estate Commission?,To advance the real estate profession,To meet the requirements of the National Association of REALTORS®,To safeguard the public's interests,To reduce insurance payouts for errors and omissions,C. To safeguard the public's interests,The South Carolina Real Estate Commission requires licensees to complete mandatory continuing education in order to fully protect the public.
Which of the following best describes the regulations governing escrow accounts for a real estate company that has a property management division?,The company's agents must place rents in one escrow account and security deposits in a separate escrow account.,The company's agents must see that all rents are paid directly to the landlords and all security deposits held in escrow.,The company must maintain separate escrow accounts for each of its divisions.,The company must maintain at least one escrow account but need not have separate accounts for its sales and rental divisions.,D. The company must maintain at least one escrow account but need not have separate accounts for its sales and rental divisions.,"Although separate accounts for each division are recommended, only one escrow account is required by law."
"When a seller counteroffers on a buyer's written offer, which of the following is true?",Both parties need to initial and date any changes to the offer,A new written offer must be drawn up and submitted to the seller,Any changes to original offer need to be initialed by the buyer,"Since the original contract is in written form, further negotiations can be verbal as long as official notes are kept",A. Both parties need to initial and date any changes to the offer,"Sometimes counteroffers are completely new offers, but often they are modifications of a previous offer. When any changes are made to an offer or counteroffer, all parties must initial and date the changes to signify acceptance. This makes the counteroffer a new offer with new terms."
"In South Carolina, which of the following is a false statement about offers on a property?",They must stipulate all terms except the closing date (which is negotiable),Ratified copies of the contract must be provided to all parties,Any changes made during the negotiation phase must be initialed and dated by all parties,They must be made in writing,A. They must stipulate all terms except the closing date (which is negotiable),"Offers to purchase a property must contain all terms and conditions, including the closing date."
"When developing company guidelines, which of the following actions must a broker take regarding the commission's guidelines for the agency and agency disclosure form?",A broker must create an office policy that identifies a minimum of three types of agency relationships the company will practice.,A broker must require that each buyer receive a copy of the completed seller agency disclosure form.,A broker must set company guidelines that are at least as stringent as the commission's guidelines.,A broker must create an office policy that commits to participation in cooperative sales.,C. A broker must set company guidelines that are at least as stringent as the commission's guidelines.,"Participation in cooperative sales is elective but must be identified. A minimum of one type of agency—and a maximum of four types of agency relationships—must be defined. A broker can require, optionally, that each buyer receive a copy of the completed seller agency disclosure form. In all cases of establishing company policy, the broker must set guidelines that are at least as stringent as the guidelines set by the commission."
Kelly is a South Carolina licensee on inactive status. What must she do if she wishes to remain on inactive status?,She must pay the required fees every two years.,She may only remain inactive for two years; after that she is required to reactivate her license or license will be revoked.,She must complete eight hours of continuing education every two years.,She need not do anything until she converts her license to active status.,A. She must pay the required fees every two years.,"In order to maintain inactive status, licensee Kelly must remit the required fees every two years."
The duties of a broker-in-charge encompass all of the following EXCEPT which one?,Establishing daily contact with associated licensees,Assisting in the resolution of license disputes for associated licensees,Training associated licensees in the proper management of trust funds,Reviewing all agency agreements created by associated licensees,A. Establishing daily contact with associated licensees,"A broker-in-charge must maintain ""reasonable and regular"" contact with associated licensees, but this need not include daily contact."
"When a licensee violates a provision of the license law, to which of the following penalties may he or she be subject?",Minimum license suspension of one month,Legal hearing before a judge,Minimum $300 fine,Temporary restraining order,D. Temporary restraining order,"A licensee who violates a provision of the license law may incur the following penalties at the discretion of the commission: a fine of $500 to $5000 after a hearing in front of the commission, revocation of license for a minimum of one year, or a restraining order issued at the request of the commission."
"Selwyn Short is a salesperson in North Carolina, and he referred a cooperative sale to Deborah, an associate broker in South Carolina. May Deborah pay Selwyn a referral fee in these circumstances?","Yes, as long as the fee is paid through Selwyn's broker-in-charge.","Yes, as long as the amount is less than $1,500.","No, because Selwyn did not conduct any of the negotiations in South Carolina.","No, because payment of a referral fee is prohibited under South Carolina's licensing laws.","A. Yes, as long as the fee is paid through Selwyn's broker-in-charge.","Deborah may pay a referral fee to Selwyn as long as the following conditions are met for the cooperative sale: payment must go through Selwyn's broker-in-charge, and Selwyn may not conduct any part of the negotiations in South Carolina. No minimum or maximum for referral fees has been established."
Carol is a new licensee. She is negotiating her first sale for a seller. Which of the following must she keep in mind as she receives offers for the property?,She must continue to seek offers on the property until the date of closing.,She must make sure all parties agree to any changes or modifications by drafting a new document for each modification.,She must decide which offers are acceptable and may be presented to the seller.,She must deliver ratified copies of the contract to all parties as soon as possible.,D. She must deliver ratified copies of the contract to all parties as soon as possible.,"Complete copies of a ratified contract must be delivered to involved parties promptly after the signing. Carol must also present all offers to the seller and have all parties initial and date any changes or modifications to the offer. Once a property is under contract, a broker need not seek additional offers; any that are made, though, must be presented to the seller and may be used as a ""backup"" offer if all parties agree to that provision."
"Sunnybrook is a quiet suburban township primarily populated by retirees. Gerald Hamm, a listing broker, is aware of a long-range township plan to construct a parkway adjacent to the site of his listing. Is he obligated to share this information with a potential buyer?","No, because this information is public knowledge and discoverable by the buyer.","Yes, because this a material fact that requires full disclosure.","Yes, but only if a question about long-term planning is posed by the prospective buyer.","No, unless he has a signed and executed agency agreement with the buyer.","B. Yes, because this a material fact that requires full disclosure.","Since this information could have a material impact on the purchase of the property, Gerald must fully disclose all known discoverable information to a prospective buyer regardless of whether or not the buyer asks."
"Stephanie is the broker-in-charge for Big Hill Realty. Her workload is heavy and she recently had some associated licensees leave her company. She has been so busy that she forgot to renew her license by June 30. If she continues to engage in real estate transactions with an expired license, what penalties may she incur?",$500 fine and/or six months in prison upon conviction of practicing without a license,"None, because the license remains active as long as she pays the renewal fee and penalty fees within six months","None, as long as she can prove that nonrenewal was due to hardship rather than malicious intent","$1,000 fine and/or six months in prison after an automatic hearing with the commission",A. $500 fine and/or six months in prison upon conviction of practicing without a license,"If Stephanie practices without a license, regardless of the circumstances, she is committing a misdemeanor which is punishable by a $500 fine and/or six months in prison. There is no grace period after the expiration of a license; it lapses immediately. Reference (Section 40-57-780): https://www.scstatehouse.gov/code/t40c057.php"
At what point in proceedings is a client relationship between broker and buyer formalized?,"When the buyer shares confidential information, such as financial portfolio details",When the buyer seeking representation signs an agency disclosure form,When the broker shows prospective properties to the buyer,When the buyer and broker both sign an agency agreement,D. When the buyer and broker both sign an agency agreement,"Signing of the buyer agency agreement formalizes the client relationship between buyer and broker. Although signing the agency disclosure form does not formally establish the relationship, the form should be signed before the buyer shares any confidential information or sees any properties."
Which of the following must occur when a salesperson leaves a company?,The broker-in-charge must provide a forwarding address to the MLS service within ten days.,The broker-in-charge must notify the South Carolina Real Estate Commission immediately.,The broker-in-charge is required to terminate all listing agreements held by that salesperson.,The broker-in-charge has no specific obligations in these circumstances.,B. The broker-in-charge must notify the South Carolina Real Estate Commission immediately.,"It is incumbent upon a broker-in-charge to immediately notify the South Carolina Real Estate Commission and provide a forwarding address when a salesperson leaves the company. Since listing agreements are ultimately between the seller and the broker-in-charge, the salesperson's departure has no effect on listing agreements."
What is the intent of the South Carolina agency disclosure form?,To create an agency relationship with a client,To provide proof of representation to the other party,To adhere to the nondiscrimination provisions of the South Carolina Fair Housing law,To acknowledge the nature of the relationship requested by the individual,D. To acknowledge the nature of the relationship requested by the individual,"The agency disclosure form is a means to acknowledge what type of relationship a buyer or seller has requested with a broker. Copies of the form need not be given to the other party in a transaction, and only a written agency agreement can formalize an agency relationship."
"Lakeside Realty has agency agreements with both Sue (a buyer) and the Zuckermans (sellers). Sue would like to make an offer on the Zuckerman's property; under what circumstances, if any, is this permitted.",Dual agency is never allowable in the state of South Carolina.,"Since both parties have signed agency agreements, this is allowable.",This is only allowable if the seller has agreed to pay the commission.,This is only allowable if both parties give their consent to the dual agency.,D. This is only allowable if both parties give their consent to the dual agency.,"If both Sue and the Zuckermans give informed written consent to the dual agency, Lakeside Realty may represent both parties regardless of who pays the commission."
"Mary Lou Williams, a buyer, contacts a real estate office in Charleston because she is interested in relocating to the area and would like some help finding a house. Which of the following actions requires an agency agreement between Mary Lou and the real estate office?",The real estate office explains the different types of agency relationships that can exist between buyer and broker,The real estate office helps Mary Lou find a lender that prequalifies her for a mortgage,The real estate office gives Mary Lou printouts of houses that meet her specifications,The real estate office provides Mary Lou with current rates and terms for mortgages,B. The real estate office helps Mary Lou find a lender that prequalifies her for a mortgage,"In order to prequalify Mary Lou, the real estate office must receive confidential information, so this action requires that an agency relationship be established. Providing other types of information, though, such as listing details and current mortgage rates, does not require an agency relationship."
South Carolina recognizes four types of agency relationships. Choose the set which indicates the acceptable forms of agency relationships in South Carolina.,"Seller's, buyer's, fiduciary, subagency","Seller's, buyer's, disclosed dual, designated","Seller's, buyer's, undisclosed, subagency","Seller's, buyer's, disclosed, dual","B. Seller's, buyer's, disclosed dual, designated","South Carolina's agency disclosure form recognizes buyer's agency, seller's agency, disclosed dual agency, and designated agency relationships."
Under which circumstances may a broker collect compensation from both the seller and the buyer in the same transaction?,If both parties are represented by attorneys,If both parties give informed consent to the dual compensation,If the broker holds a South Carolina license,If the buyer and seller have legally established blood or marital ties,B. If both parties give informed consent to the dual compensation,A broker may receive compensation from both the buyer and the seller if both parties give their informed consent to the dual compensation.
Julia Gomez is a licensee who represents the Randolphs (sellers). The Randolphs do not wish to have a subagency or disclosed dual agency relationship for the transaction. The Lomans are prospective buyers who ask Julia to show them the Randolphs' house. May Julia show the property to the Lomans under these circumstances?,"Yes, but Julia must inform the Lomans, in writing, that she represents the Randolphs' best interests.","Yes, as long as the Lomans agree, in writing, to not having any representation.","Yes, as long as the Lomans first enter a buyer representation agreement with another licensee.","No, because the Randolphs oppose a disclosed dual agency or subagency relationship and Julia cannot show the property to the Lomans without engendering such a relationship.","B. Yes, as long as the Lomans agree, in writing, to not having any representation.","In this situation, the Lomans must agree, in writing, to no representation before Julia can show them the Randolphs' property."
"Armen is a buyer who has marked ""self representation"" on the agency disclosure form. What obligations, if any, does the agent have to Armen?","The agent has obligations of fairness, honesty, and the provision of accurate information","None, because Armen has determined to represent his own interests",The agent has obligations of confidentiality and accountability,The agent has obligations of care and concern,"A. The agent has obligations of fairness, honesty, and the provision of accurate information","Although Armen is representing his own interests, an agent still owes him fairness, honesty, and accurate information during the transaction. These are the same obligations an agent would have toward any customer, and are separate from the full fiduciary duties owed to a client."
To what extent is confidentiality guaranteed under South Carolina law?,The only circumstances in which a client's confidential information may be divulged is in the case of a disclosed dual agency relationship.,The only circumstances in which an agent can divulge a client's confidential information is when required by law.,Client confidentiality must be preserved indefinitely and may not be violated under any circumstances.,Confidential information about a client may only be divulged if the broker's relationship with the client is limited.,B. The only circumstances in which an agent can divulge a client's confidential information is when required by law.,The only time confidential information about a client may be divulged is when required by law.
"Tia Rouse is a salesperson whose company has just received a listing on a two bedroom, two bath bungalow. Tia's sister, Maria, would like to make an offer on the bungalow. What should Tia do?",Tell the seller that the prospective buyer is related to the agent,Represent Maria in the transaction; family relationship need not be disclosed to the seller as long as Maria signs an agency agreement,Counsel Maria to make an offer on a house not listed with Tia's company,Refer Maria to another licensee for representation,A. Tell the seller that the prospective buyer is related to the agent,"As long as Tia tells the seller that she and Maria are related, Tia may represent Maria in the sale."
To whom does the South Carolina Residential Landlord-Tenant Act apply?,Only to a purchaser renting until closing on a property,Only to real estate licensees,Only to warehouse leasing agents,Only to residential rental property managers,D. Only to residential rental property managers,The South Carolina Residential-Tenant Act governs only those who manage residential rental property and does not apply to commercial property or individuals renting until closing.
"Andrew is a 66-year-old widower on a fixed income who owns a house appraised at $220,000. Property taxes have surged in recent years, and Andrew would like to find some tax relief to lower his costs. If he can't get some assistance, he may have to sell his house. What help might be available to Andrew?","Since he is over 65, Andrew qualifies for a $50,000 reduction on tax-assessed value.","Once he reaches 67, the legal age for retirement, he will be eligible for a $50,000 reduction in the tax-appraised value.","None, unless he is either 100% disabled or completely blind; he should sell his house and buy a less expensive home.","Since he is over 65, Andrew is eligible for a $50,000 reduction in tax-appraised value.","D. Since he is over 65, Andrew is eligible for a $50,000 reduction in tax-appraised value.","The South Carolina Homestead Act offers a $50,000 reduction in tax-appraised value to anyone who is over the age of 65, 100 percent disabled, or totally blind and who requests the help. Assessments and appraisals can differ in value, so it's important to use the correct value."
Each time share that is purchased by a client must be registered with which South Carolina entity?,The Time Share Commission,The Real Estate Governance Office,The Homebuilders Association,The Real Estate Commission,D. The Real Estate Commission,The South Carolina Real Estate Commission requires registration of each time-share sold.
The South Carolina Coastal Zone Management Act governs all of the following in impacted areas EXCEPT which one?,The height of a two-story home,The construction of a pool,The addition of a golf course,The length of a dock,A. The height of a two-story home,"The South Carolina Coastal Zone Management Act requires permits concerning the length of a dock, the addition of a pool, and the construction of a golf course but not the height of a house."
Which of the following is true with respect to real property taxation by the federal government?,It may impose ad valorem property taxes and capital gain tax,It may not impose property taxes nor tax liens,There are no federal ad valorem taxes on real property,"It may impose ad valorem tax, but not capital gain tax",c,"There are no federal taxes on real property. The Constitution of the United States specifically prohibits such taxes. The federal government does, however, tax income derived from real property and gains realized on the sale of real property"
"According to law, states",may not levy real estate taxes,may not impose tax liens,may delegate taxing authority to county governments,"may prevent federal taxation of real estate within their respective jurisdictions, if properly legislated",c,"States may legally levy taxes on real property, but most delegate this power to counties, cities, townships and local taxing districts"
The role of local tax districts is to,"levy income, sales, and property taxes to meet their budget requirements",manage their budgeted portion of real estate tax revenues levied and distributed by the state,impose property taxes for specific municipal services,place tax liens on its facilities,c,County and local governments establish tax districts to collect funds for providing specific services
A special tax district might be created to,construct and manage a park district,create a two-mile extension of county sewer facilities,establish and maintain a public library,create a fire department,b,"A special assessment is a tax levied against specific properties that will benefit from a public improvement. Common examples are assessments for sidewalks, water service and sewers. Special assessments are based on the cost of the improvement and apportioned on a pro rata basis among benefiting properties according to the value that each parcel will receive from the improvement"
Ad valorem taxes are based on,the replacement value of property,the assessed value of property,the millage value of property,the broker's estimate of value,b,"General property taxes are levied on an ad valorem basis, meaning that they are based on the assessed value of the property. Assessed value is determined according to state law, usually by a county or township assessor or appraiser"
The ad valorem tax base of a municipal jurisdiction is equal to,the jurisdiction's annual budget times the tax rate,the total of all assessed values of properties minus exemptions,the total amount of ad valorem taxes required by the budget,the municipality's budget multiplied times the millage rate,b,"The tax base of an area is the total of the appraised or assessed values of all real property within the area's boundaries, excluding partially or totally exempt properties:  tax base = assessed values - exemptions"
"As part of the assessment process, many taxing entities utilize equalization boards in order to",adjust millage rates within the district to ensure fairness,modify the tax rate from one neighborhood to the next,ensure that property owners have nearly equal tax bills,smooth out wide discrepancies of assessed values within the district,d,Some taxing bodies recognize that local assessments can lead to unfairly high or low values for properties in certain areas. Therefore the jurisdiction may establish equalization factors to level out the unevenness of valuations
A homeowner receives a tax bill that she feels is outrageous. This taxpayer may,appeal to adjust the millage rate,appeal to adjust the district's budget,appeal to adjust the assessed valuation,not appeal,c,"Property owners may object to the assessed value of their property, but not to the tax rate. An owner usually has a certain period to protest after receiving notice of the assessed value. According to local law, a property owner must present evidence that the assessor made an error to a review board or appeal board"
The purpose of a homestead tax exemption is,to exempt qualified property owners from ad valorem taxation,to offer an amount of tax relief on an owner's principal residence,to encourage multiple property investment,to exempt owners of principal residences who rent their properties,b,Some states exempt a portion of the value of the homestead from judgments to protect families against eviction by creditors
A millage rate is derived by,dividing the tax requirement by the tax base,multiplying the tax base times the tax requirement,adding an inflation factor to the prior year's tax rate,dividing the tax base by the tax requirement,a,tax requirement ÷ tax base = tax rate (millage rate)
A homeowner's total tax bill is derived by,dividing the tax requirement by the tax base,multiplying each district's tax rate times the assessed value of the property,multiplying each district's tax rate times the taxable value of the property,"averaging the tax rate for each tax district, and multiplying the average tax rate times the assessed value",c,Each property owner's tax bill is determined by multiplying the tax rate for each taxing district times the taxable value of the property. Taxable value is the assessed value after all exemptions and adjustments have been taken into account
A unique characteristic of a special assessment tax is that,it only applies to properties which will benefit from the public improvement,the equalization board discounts levies for properties not affected by the public improvement,more valuable properties which stand to benefit will pay proportionately more taxes,it creates an involuntary junior lien on the property,a,A special assessment is a tax levied against specific properties that will benefit from a public improvement
A tax certificate,certifies to tax collectors that a property owner has paid all ad valorem taxes on the property for the calendar year,entitles its holder to apply for a tax deed after a certain period,exempts its holder from paying taxes on the particular property referenced by the certificate,waives a property owner's rights of redemption in a foreclosure,b,"After a period of time specified by law, the holder of the tax certificate on a property may then apply for a tax deed"
An equitable right of redemption,allows a holder of a tax certificate to redeem it for a tax deed,gives a delinquent taxpayer a grace period prior to the tax sale to pay property taxes,gives a holder of a tax deed the right to acquire the property named in the tax certificate,gives a delinquent taxpayer a grace period after the tax sale to pay property taxes,b,"If the taxpayer can redeem the property by paying the delinquent taxes and any other charges before the tax sale occurs, this right is known as an equitable right of redemption"
Real estate taxes on property that you own or hold for investment can be imposed by which of the following taxing entities?,Federal Reserve taxing jurisdictions,The Federal government,The State government,The county and local levels of government,d,"Real estate property taxes are imposed by ""taxing entities"" or ""taxing districts"" at county and local levels of government.  School districts and other infrastructure municipalities can also levy real property taxes"
A property tax bill might include taxes due for such services as,"fire protection, schools, and parks",a new grocery store to be built near a residential neighborhood,scavenger/garbage services,residential utilities,a,"County and local governments establish tax districts to collect funds for providing specific services. The major tax district in most areas is the school district. Other important tax districts are those for fire protection, community colleges, and parks"
The assessed value of real property is determined by the,real market value of the property,state treasurer’s office,the internal revenue service,county or township assessors or appraisers,d,"General property taxes are levied on an ad valorem basis, meaning that they are based on the assessed value of the property. Assessed value is determined according to state law, usually by a county or township assessor or appraiser"
Equalization factors are used to level out uneven valuations in certain areas due to high versus low value ranges.  An example of an equalization process is,re-assessment for properties in the area whose current values are not in line with nearby areas,an equalization board may multiply each assessed value in that county by a factor of 110%.,raising the assessed values across the state based upon the assessed value of the county,re-calculate the assessment process for each county on an annual basis,b,"The jurisdiction may establish equalization factors to level out the unevenness of valuations. For instance, if assessed values of properties in one county are consistently ten percent below the average for other counties, an equalization board may multiply each assessed value in that county by a factor of 110% to raise them to the average level for the state"
Property owners may file an appeal of the assessed valuation of their property as often as every year.  Information required to be included with the appeal is ,the prior year’s tax bill,a certified copy of the property owner’s deed to the property evidencing ownership,a list of properties that are similar to the subject property showing lower assessed values,the owner’s title insurance policy issued by a local title insurance company,c,"According to local law, a property owner must present evidence that the assessor made an error to a review board or appeal board. Typical evidence would include market data on comparable properties that sold recently, or evidence that neighboring properties had less appreciation or even declined in assessed value in comparison with the protestor's property"
Appeals of the assessed valuation may also be filed due to which of the following reasons?,The tax assessor’s information is incorrect,The owner of the property is new to the neighborhood,The owner is unable to pay the taxes because of a high assessment,The property should be assessed lower because it failed to sell when listed,a,"According to local law, a property owner must present evidence that the assessor made an error to a review board or appeal board. Typical evidence would include market data on comparable properties that sold recently, or evidence that neighboring properties had less appreciation or even declined in assessed value in comparison with the protestor's property"
"There are several types of exemptions that can be applied to the property’s assessed valuation.  For example, an exemption may include ","homestead, senior and veteran",local government employee,private school educator or elementary school teacher,community church,a,"Miscellaneous exemptions may be granted to classes of property owner, such as: senior citizens, widows, and disabled individuals"
Which of the following must occur in order to qualify for a property exemption?,The property owner must reside in the property,"The assessed value of the property must be above $500,000","The market value of the property must be above $500,000",The property must be larger than 1000 square feet,a,"A property owner generally qualifies for a homestead exemption by meeting two criteria: is head of a family, resides in the property for a required length of time"
Some governmental properties are exempt from real property taxation.  Another exempted property is,the campaign office of a candidate,the rental space for a commercial location,a Methodist church,a wedding chapel owned by a private citizen,c,"Most states exempt certain types of property from property taxes. Certain classes of property owner may also be exempted or have a reduced liability. Exempted are: Government-owned properties such as real properties owned by federal, state, and local governments, Properties owned by non-profit organizations such as real properties owned by churches and non-profit from organizations "
"For a tax district to determine the tax rate, the tax district must begin by",issuing the tax bills to jurisdiction property owners,determining funding requirements to provide services,estimating the district’s property values,determining the equalization factor,b,"The derivation of a tax rate, or millage rate, begins with the taxing body determining its funding requirements to provide services for the year. This requirement is formalized in the annual budget"
"Some taxing districts place a cap on the millage rate for property taxes.  If the taxing district decides to place a cap on the tax rate, which of the following will apply?",The taxing district must limit their budget requirements,The taxing district must increase the tax rate to meet the budgetary requirements,The taxing district must reassess the residential properties in the area,The taxing district must avoid using the equalization factor,a,"Some states, counties or other taxing districts place limitations or caps on the absolute millage rate or the annual increase in millage for property taxes. In such situations, taxing bodies are forced to limit their budget requirements, unless there has been a sufficient increase in tax base to produce the required funds without raising the millage rate"
Each property owner's tax bill is determined by multiplying the tax rate for each taxing district times the ____________ of the property,cost,equalization rate,market value,taxable value,d,"Each property owner's tax bill is determined by multiplying the tax rate for each taxing district times the taxable value of the property. Taxable value is the assessed value after all exemptions, and adjustments have been taken into account"
"If the tax rate is .04 and the assessed valuation is $40,000, what is the amount of the total tax bill?","$1,600 ","$8,000 ","$1,860 ","$1,000 ",a,"$40,0000 X .04 = $1600"
"A special assessment is a tax levied against certain properties to benefit public improvement.  For example,",public sidewalks,trees for the property owner’s yard,railroad track repairs,repairs to the power lines,a,"A special assessment is a tax levied against specific properties that will benefit from a public improvement. Common examples are assessments for sidewalks, water service, and sewers"
"If the total cost of the improvement for which a special assessment has been levied is $250,000 and 50 properties will receive equal benefit from the project, what is the amount of the assessment that will be charged to each property?","$50,000 ","$2,500 ","$5,000 ","$10,000 ",c,"The special assessment is based on the total cost of the improvement and is divided among the properties that will benefit from the improvement. Therefore, the calculation is as follows: $250,000 divided by 50 = $5000"
"If a taxing entity initiates an assessment, it becomes a lien on the property.  This type of lien is called ",a public improvement tax lien,a non-private tax lien,an involuntary tax lien,a voluntary tax lien,c,"If a taxing entity initiates an assessment, the assessment creates an involuntary tax lien. If property owners initiate the assessment by requesting the local government to provide the improvement, the assessment creates a voluntary tax lien"
"If the assessment tax is not paid, the tax-collecting agency may enforce the tax lien in several different ways, depending upon the law.  Which of the following is an example of lien enforcement?",A notice of tax sale,A tax deed which conveys title when a property is sold & conveyed for non-payment,Repossession of the property by the taxing authority,Forgiveness of the debt due to the inability to pay,b,"The buyer of a tax certificate agrees to pay the taxes due. After a period of time specified by law, the holder of the tax certificate on a property may then apply for a tax deed"
"A property has an assessed valuation of $200,000.  The tax rate is 4%.  The owner qualifies for a homestead exemption that will reduce the assessed valuation by $10,000.  What is the amount of the tax bill?","$8,000 ","$7,400 ","$8,400 ","$7,600 ",d,"$200,000 - $10,000 = $190,000 X 4% = $7600"
"In states where legally enacted, a ____________ gives a defaulting taxpayer an opportunity to buy back the property and reclaim the title",redemption period ,tax certificate,tax deed,sheriff’s sale,a,"There is usually a legally-prescribed redemption period during which the defaulted taxpayer has the right to buy back the property and reclaim title. If the taxpayer can redeem the property by paying the delinquent taxes and any other charges before the tax sale occurs, this right is known as an equitable right of redemption. If the taxpayer can redeem the property after the tax sale, this right is known as a statutory right of redemption"
"If the defaulting owner does not pay the taxes and fees due during the redemption period, which of the following will apply?",The person who purchased the property at the tax sale may then apply for a tax deed,The defaulting owner will be given an automatic extension to apply for a loan,The defaulting owner’s debt will be forgiven and will not result in the loss of the property,The defaulting owner has an unlimited period of time in which to redeem the property,a,"If the defaulted taxpayer does not redeem the property within the allotted time, the state issues the tax deed to convey title to the person who purchased the property at the tax sale"
Which of the following can legally levy real property taxes?,The Internal Revenue Service,A utility company,A tax district,A court of law,c,"Real estate property taxes are imposed by ""taxing entities"" or ""taxing districts"" at county and local levels of government. States may legally levy taxes on real property, but most delegate this power to counties, cities, townships and local taxing districts. The federal government does, however, tax income derived from real property and gains realized on the sale of real property"
Certain classes of property owner and types of property are exempted or immune from real property taxation in many areas.  The protected categories usually include,recreational properties,properties owned by a government agency,properties that comply with the Americans with Disabilities Act,properties occupied by single-parent families,b,"Certain types of property are exempt from property taxes. Certain classes of property owner may also be exempted or have a reduced liability. Exemptions include government-owned properties, real properties owned by churches, and properties owned by other non-profit organizations"
What is the purpose of an equalization factor in ad valorem taxation?,It modifies a local tax rate to bring it into conformity with statutory tax rates,It changes the assessed value of an individual property to make it reflect the assessed values of other properties in the same neighborhood,It adjusts assessments in a locality to make them more consistent with an average level for the state or other higher level jurisdiction,It adjusts the amount of the homestead exemption in a certain area to make it proportionally equivalent to the average homestead exemption in other areas,c,"Equalization factors level out the unevenness of valuations for groups of properties. For instance, if assessed values of properties in one county are consistently ten percent below the average for other counties, an equalization board may multiply each assessed value in that county by a factor of 110% to raise them to the average level for the state"
"To qualify for a homestead exemption, a property owner generally must",reside on the property,have a house on the property,be 55 years old,have children,a,A property owner generally qualifies for a homestead exemption by meeting two criteria:  •is head of a family  •resides on the property for a required length of time. Some states also allow a single person to claim the homestead exemption
